Run,N,Enqueue,Dequeue,Peek,IsEmpty,IsFull,Display
37,1000,0.000000004,0.000000004,0.000000003,0.000000003,0.000000003,0.000002000
38,1000,0.000000004,0.000000005,0.000000003,0.000000002,0.000000003,0.000003000
39,1000,0.000000004,0.000000005,0.000000003,0.000000002,0.000000001,0.000002000
40,1000,0.000000005,0.000000005,0.000000003,0.000000004,0.000000002,0.000002000
41,1000,0.000000004,0.000000005,0.000000003,0.000000003,0.000000002,0.000004000
42,1000,0.000000005,0.000000004,0.000000003,0.000000003,0.000000002,0.000003000
43,1000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000004,0.000003000
44,1000,0.000000004,0.000000005,0.000000003,0.000000002,0.000000002,0.000003000
45,1000,0.000000004,0.000000004,0.000000004,0.000000003,0.000000003,0.000002000
46,1000,0.000000005,0.000000004,0.000000003,0.000000003,0.000000002,0.000003000
47,1000,0.000000006,0.000000004,0.000000003,0.000000002,0.000000002,0.000002000
48,1000,0.000000004,0.000000004,0.000000003,0.000000003,0.000000003,0.000002000
49,1000,0.000000005,0.000000005,0.000000003,0.000000003,0.000000002,0.000002000
50,1000,0.000000005,0.000000004,0.000000004,0.000000003,0.000000002,0.000002000
51,1000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000003000
52,1000,0.000000005,0.000000004,0.000000003,0.000000003,0.000000002,0.000004000
53,1000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000004,0.000003000
54,1000,0.000000005,0.000000006,0.000000004,0.000000003,0.000000003,0.000002000
55,1000,0.000000007,0.000000006,0.000000004,0.000000003,0.000000003,0.000003000
56,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000004,0.000004000
57,1000,0.000000006,0.000000005,0.000000005,0.000000003,0.000000002,0.000004000
58,1000,0.000000006,0.000000005,0.000000005,0.000000002,0.000000002,0.000004000
59,1000,0.000000007,0.000000005,0.000000005,0.000000003,0.000000003,0.000003000
60,1000,0.000000006,0.000000006,0.000000004,0.000000003,0.000000003,0.000004000
61,1000,0.000000006,0.000000005,0.000000004,0.000000004,0.000000003,0.000004000
62,1000,0.000000006,0.000000006,0.000000004,0.000000003,0.000000003,0.000004000
63,1000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000003,0.000004000
64,1000,0.000000005,0.000000006,0.000000005,0.000000003,0.000000003,0.000004000
65,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000004000
66,1000,0.000000005,0.000000005,0.000000004,0.000000004,0.000000003,0.000004000
67,1000,0.000000007,0.000000006,0.000000005,0.000000003,0.000000003,0.000003000
68,1000,0.000000005,0.000000005,0.000000005,0.000000003,0.000000004,0.000003000
69,1000,0.000000006,0.000000005,0.000000005,0.000000004,0.000000003,0.000004000
70,1000,0.000000007,0.000000006,0.000000005,0.000000003,0.000000002,0.000003000
71,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000004,0.000003000
72,1000,0.000000006,0.000000005,0.000000005,0.000000003,0.000000004,0.000003000
73,1000,0.000000006,0.000000005,0.000000005,0.000000003,0.000000003,0.000003000
74,1000,0.000000005,0.000000006,0.000000004,0.000000003,0.000000002,0.000004000
75,1000,0.000000007,0.000000006,0.000000004,0.000000002,0.000000003,0.000003000
76,1000,0.000000006,0.000000006,0.000000004,0.000000003,0.000000003,0.000003000
77,1000,0.000000006,0.000000005,0.000000005,0.000000003,0.000000002,0.000003000
78,1000,0.000000006,0.000000006,0.000000005,0.000000002,0.000000002,0.000004000
79,1000,0.000000006,0.000000005,0.000000005,0.000000002,0.000000002,0.000004000
80,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000004000
81,1000,0.000000006,0.000000006,0.000000004,0.000000004,0.000000003,0.000003000
82,1000,0.000000006,0.000000006,0.000000005,0.000000003,0.000000003,0.000003000
83,1000,0.000000005,0.000000005,0.000000004,0.000000004,0.000000002,0.000004000
84,1000,0.000000007,0.000000006,0.000000010,0.000000003,0.000000002,0.000003000
85,1000,0.000000006,0.000000006,0.000000005,0.000000003,0.000000003,0.000003000
86,1000,0.000000008,0.000000006,0.000000005,0.000000003,0.000000003,0.000003000
87,1000,0.000000005,0.000000005,0.000000005,0.000000003,0.000000004,0.000003000
88,1000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000004,0.000004000
89,1000,0.000000005,0.000000005,0.000000005,0.000000003,0.000000004,0.000003000
90,1000,0.000000005,0.000000006,0.000000005,0.000000003,0.000000002,0.000004000
91,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000003000
92,1000,0.000000007,0.000000006,0.000000005,0.000000003,0.000000002,0.000003000
93,1000,0.000000006,0.000000005,0.000000005,0.000000002,0.000000004,0.000003000
94,1000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000003000
95,1000,0.000000006,0.000000006,0.000000005,0.000000003,0.000000003,0.000003000
96,1000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000004,0.000004000
97,1000,0.000000006,0.000000005,0.000000005,0.000000003,0.000000002,0.000003000
98,1000,0.000000007,0.000000006,0.000000005,0.000000004,0.000000003,0.000003000
99,1000,0.000000007,0.000000006,0.000000005,0.000000002,0.000000003,0.000003000
100,1000,0.000000007,0.000000005,0.000000005,0.000000003,0.000000003,0.000003000
1,5000,0.000000006,0.000000005,0.000000004,0.000000002,0.000000002,0.000015000
2,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
3,5000,0.000000006,0.000000005,0.000000004,0.000000002,0.000000003,0.000016000
4,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
5,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
6,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
7,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000003,0.000014000
8,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
9,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
10,5000,0.000000006,0.000000005,0.000000004,0.000000002,0.000000002,0.000015000
11,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
12,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
13,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000014000
14,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
15,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
16,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
17,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
18,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
19,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000014000
20,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
21,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000012000
22,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
23,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
24,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000003,0.000014000
25,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000014000
26,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000003,0.000020000
27,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
28,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000016000
29,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
30,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
31,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000016000
32,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
33,5000,0.000000006,0.000000005,0.000000004,0.000000002,0.000000003,0.000015000
34,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
35,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000016000
36,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
37,5000,0.000000006,0.000000005,0.000000004,0.000000002,0.000000003,0.000015000
38,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
39,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
40,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000016000
41,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
42,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000002,0.000015000
43,5000,0.000000006,0.000000005,0.000000004,0.000000003,0.000000003,0.000016000
44,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000003,0.000015000
45,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
46,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
47,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000012000
48,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
49,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
50,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
51,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
52,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000012000
53,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000002,0.000013000
54,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
55,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
56,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
57,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
58,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
59,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000012000
60,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000002,0.000019000
61,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
62,5000,0.000000005,0.000000005,0.000000004,0.000000003,0.000000002,0.000014000
63,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
64,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000012000
65,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000014000
66,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
67,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000013000
68,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000003,0.000013000
69,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
70,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
71,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
72,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
73,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
74,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000002,0.000014000
75,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000014000
76,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000037000
77,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000003,0.000013000
78,5000,0.000000005,0.000000005,0.000000004,0.000000002,0.000000003,0.000013000
79,5000,0.000000005,0.000000004,0.000000004,0.000000002,0.000000002,0.000013000
80,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
81,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000013000
82,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
83,5000,0.000000004,0.000000004,0.000000004,0.000000002,0.000000002,0.000012000
84,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000014000
85,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
86,5000,0.000000007,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
87,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
88,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
89,5000,0.000000005,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
90,5000,0.000000005,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
91,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
92,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
93,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
94,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
95,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
96,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000012000
97,5000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000002,0.000011000
98,5000,0.000000005,0.000000003,0.000000002,0.000000001,0.000000001,0.000006000
99,5000,0.000000003,0.000000003,0.000000004,0.000000002,0.000000001,0.000004000
100,5000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000004000
1,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
2,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000010000
3,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000010000
4,10000,0.000000010,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
5,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
6,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
7,10000,0.000000003,0.000000004,0.000000002,0.000000001,0.000000001,0.000008000
8,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
9,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
10,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
11,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
12,10000,0.000000005,0.000000003,0.000000003,0.000000001,0.000000001,0.000024000
13,10000,0.000000005,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
14,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
15,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
16,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
17,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000010000
18,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
19,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
20,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000009000
21,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
22,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
23,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
24,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
25,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000012000
26,10000,0.000000003,0.000000003,0.000000003,0.000000003,0.000000001,0.000008000
27,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
28,10000,0.000000005,0.000000003,0.000000004,0.000000001,0.000000001,0.000009000
29,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
30,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000010000
31,10000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000008000
32,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
33,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
34,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
35,10000,0.000000003,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
36,10000,0.000000004,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
37,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
38,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
39,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
40,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
41,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
42,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
43,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
44,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
45,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
46,10000,0.000000003,0.000000005,0.000000003,0.000000002,0.000000002,0.000012000
47,10000,0.000000004,0.000000005,0.000000003,0.000000002,0.000000002,0.000015000
48,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000014000
49,10000,0.000000004,0.000000005,0.000000003,0.000000002,0.000000002,0.000015000
50,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
51,10000,0.000000005,0.000000003,0.000000003,0.000000002,0.000000002,0.000014000
52,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
53,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
54,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
55,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000010000
56,10000,0.000000003,0.000000005,0.000000003,0.000000002,0.000000002,0.000012000
57,10000,0.000000005,0.000000004,0.000000003,0.000000002,0.000000002,0.000014000
58,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
59,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
60,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
61,10000,0.000000004,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
62,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
63,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
64,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000009000
65,10000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000008000
66,10000,0.000000003,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
67,10000,0.000000005,0.000000004,0.000000003,0.000000002,0.000000002,0.000013000
68,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
69,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
70,10000,0.000000005,0.000000005,0.000000003,0.000000002,0.000000002,0.000013000
71,10000,0.000000005,0.000000004,0.000000003,0.000000002,0.000000002,0.000013000
72,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
73,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
74,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
75,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
76,10000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000001,0.000011000
77,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
78,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
79,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
80,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
81,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
82,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
83,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
84,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
85,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000011000
86,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
87,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
88,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
89,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
90,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
91,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
92,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
93,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
94,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
95,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
96,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000012000
97,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000002,0.000012000
98,10000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000001,0.000012000
99,10000,0.000000004,0.000000004,0.000000003,0.000000002,0.000000001,0.000011000
100,10000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000011000
1,20000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000024000
2,20000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000023000
3,20000,0.000000004,0.000000004,0.000000003,0.000000001,0.000000001,0.000022000
4,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
5,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
6,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
7,20000,0.000000006,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
8,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
9,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
10,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
11,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000025000
12,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
13,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
14,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
15,20000,0.000000004,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
16,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
17,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
18,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
19,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
20,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000018000
21,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
22,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
23,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000017000
24,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000016000
25,20000,0.000000004,0.000000003,0.000000003,0.000000001,0.000000001,0.000017000
26,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000018000
27,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
28,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
29,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
30,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
31,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
32,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
33,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
34,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
35,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
36,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
37,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
38,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
39,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
